product_id,created_at,title,price,old_price,description,avg_vote_rate,num_votes,labels,related_products,sizes.in_stock,sizes.out_of_stock,features.product_type,features.producer,features.collections,features.age,features.ground_type,features.type_of_class,features.upper,features.type_of_binding,features.boots_with_sock,features.collection,features.color,features.plays_in_these_boots,features.manufacturers_data,features.team,category_name,category_id,features.ball_size,features.connecting_type,features.weigh,features.league
27,2025-04-10T21:36:41.167902+02:00,Cleats Nike Zoom Mercurial Vapor 16 Elite Sg-Pro Player Edition - Gray,268.99,,,,,['New'],[],"['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45.5', '46']","['45', '47']",Football Boots,Nike,Nike Mercurial Vapor,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Nike Prism,Gray,,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
28,2025-04-10T21:36:41.167902+02:00,Cleats Nike Zoom Mercurial Superfly 10 Elite Sg-Pro Player Edition - Gray,298.99,,,,,['New'],[],"['40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46', '47']",[],Football Boots,Nike,Nike Mercurial Superfly,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,Yes,Nike Prism,Gray,"Cristiano Ronaldo, Kylian Mbappé","Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
29,2025-04-10T21:36:41.167902+02:00,Cleats Nike Phantom Luna Ii Elite Sg-Pro Player Edition,291.99,,"Nike presents Phantom Luna - innovative football boots designed by women footballers and created with athletes of all genders in mind. This unique combination of exceptional performance, revolutionary technology and elegant design sets these boots apart from the competition. The unique, close-fitting Gripknit on the upper part of the boot, made of exceptionally high-quality material, guarantees unparalleled fit, greater control and exceptional ball handling in all weather conditions. The Asym Fit technology provides optimal comfort and support, thanks to the anatomically slanted collar and increased adjustment in the middle of the foot, allowing for the perfect fit regardless of gender. The newly developed Cyclone 360 sole, based on the opinions of women footballers, has been designed to easily release from the ground during fast, directional movements. The insoles in these boots can be exchanged, further increasing their functionality and adaptability to individual needs.",,,['New'],"[194068, 189157]","['40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46', '47']",[],Football Boots,Nike,Nike Phantom Luna,"Men, Women",Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,Yes,Nike Prism,"Orange, Pink",,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
30,2025-04-10T21:36:41.167902+02:00,Cleats Nike Phantom Luna Ii Elite Fg,287.99,,"Step into a new day and show the world what you're made of. A bright, iridescent plate, futuristic graphics and vibrant colors reminiscent of a gradient sunrise evoke the powerful female game. This is a power that can unite us on and off the pitch. We've taken feedback from athletes to provide the traction you need to play fast and confidently. That's what football is all about after all. The studs designed with craftsmanship in mind allow for precise turns when the game picks up speed and give a national flair.Traction on the pitchThe Nike Cyclone 360 pattern allows for quick and agile movements that give you confidence to dynamically change direction and feel secure when the game picks up speed.Better touchNike Gripknit is a grippy material that provides better ball touch. It covers the first two laces and the increased surface area improves ball control. Additionally, it conforms to the shape of your foot and provides consistent traction in both wet and dry conditions. The embossed micro-texture works with the Gripknit technology to conform to your foot and give you even better ball touch.Proper fit and stabilityThe asymmetrical lacing allows for a larger contact area when dribbling, passing and scoring. The modified lacing pattern increases the adjustability in the midfoot area, making it easier to fit those with a flatter or higher arch. The asymmetrical Flyknit collar provides a snug fit. The subtle drawcords in the collars allow for better ball contact with the ground around the ankle when receiving and passing.",,,['New'],"[195142, 194476, 194471, 191684, 191683, 191682, 184807]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46', '47', '47.5']",[],Football Boots,Nike,Nike Phantom Luna,"Men, Women",Firm Ground (Fg),Professional,Synthetic,Shoelace,Yes,Nike Prism,"Orange, Pink",,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
31,2025-04-10T21:36:41.167902+02:00,Cleats Nike Phantom Gx Ii Elite Sg--Pro Player Edition,268.99,,"Do you have an obsession with perfecting your craft? The Nike Phantom GX Elite cleats are made for you and the world's biggest stars to give you the highest quality because you demand perfection from yourself and your footwear. Equipped with revolutionary Nike Gripknit technology, these cleats provide better ball contact in an intuitive construction that has been designed to optimize performance both on strike and close control.Nike Gripknit is a sticky material that provides better ball contact. It covers the first two laces, taking up a larger surface area so you have a bigger area responsible for ball control. It molds to the shape of your foot and provides even grip in wet and dry conditions.The asymmetry in the collar and heel provides comfort. Soft elements in the heel make the break-in process easier and help reduce irritation and pressure without compromising stability and structure.The three-star studs work with the flexible grooves in the forefoot to help quickly change direction.",,,['New'],"[194069, 189158]","['40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46']",['47'],Football Boots,Nike,Nike Phantom Gx,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Nike Prism,"Orange, Pink",,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
32,2025-04-10T21:36:41.167902+02:00,Cleats Nike Phantom Gx Elite Fg,264.99,,"Do you have an obsession with improving your skills? These shoes were created specifically for you. In the midst of chaos, in the heart of the storm, thanks to the incredible combination of speed and grace, you finally managed to find the goal. Finish the action with the Phantom GX 2 Elite shoes. Elite cleats, designed for you and the biggest stars in the world, stand out for their high quality, because you demand perfection from yourself and your footwear.The Nike Cyclone 360 tread pattern allows for quick and agile movements, adding confidence so you can dynamically change direction and feel safe when the game picks up pace.The asymmetrical lacing allows for a larger contact area during dribbling, passing, and scoring goals. The modified lacing pattern increases adjustability in the midfoot area, making it easier to fit for those with flatter or higher arches. The Flyknit material provides a snug fit and shape, while also ensuring comfort around the collar.",,,['New'],"[195141, 194475, 194470, 194467, 191676, 191675, 191674]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46']","['47', '47.5']",Football Boots,Nike,Nike Phantom Gx,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,Nike Prism,"Orange, Pink",,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
42,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra 5 Ultimate Ag - Black,239.99,,"Fasten your seatbelts and get ready. Designed for agility and control, these shoes feature a high-performance outsole for optimal grip on artificial turf and Ortholite® cushioning for a secure fit. In ULTRA 5 ULTIMATE shoes, you will feel the speed and unmatched performance. It will be a game at full throttle.",,,['New'],[201791],"['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46']",[],Football Boots,Puma,Puma Ultra,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Audacity,Black,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
33,2025-04-10T21:36:41.167902+02:00,Cleats Nike Phantom Gx Ii Elite Ag-Pro,264.99,,"Do you have an obsession with improving your skills? These shoes were created specifically for you. In the midst of chaos, in the heart of the storm, thanks to an incredible combination of speed and grace, you finally managed to find the goal. Finish the action with the Phantom GX 2 Elite shoes. The revolutionary Nike Gripknit material covers the ball contact zone, while the Nike Cyclone 360 tread provides grip and agility. Elite cleats, designed for you and the biggest stars in the world, stand out for their high quality, because you demand perfection from yourself and your footwear.",,,['New'],"[194676, 191668]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46']",[],Football Boots,Nike,Nike Phantom Gx,Men,Artificial Grass (Ag/Tf),Professional,Synthetic,Shoelace,No,Nike Prism,"Orange, Pink",,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
34,2025-04-10T21:36:41.167902+02:00,Cleats Nike Tiempo Legend 10 Elite Fg - Sky Blue,252.99,,"Even legends evolve. The latest version of these Elite boots is made from a completely new, technologically advanced Flytouch Plus leather. It's softer than natural leather, so it moulds to your foot and, combined with All Conditions Control elements (grippy texture even in wet days) it will help you set the pace of the game. The Legend 10 boots are lighter and sleeker than any other Tiempo model, so they're suitable for any position – whether you're passing the ball through the defence with watchmaker precision or fending off a quick attack from the opposing team.Better touchSee those microscopic dots on the upper? They help the ball-to-boot contact area for passing, shooting and dribbling. That's why the boots have a sleeker look. Another plus is the lack of extra padding. All these elements make the boots provide the control over the ball you need on the pitch. The foam pads from the Tiempo 9 have been reduced so your foot can be even closer to the ball. Instead, special lines have been embossed on the boots. The All Conditions Control (ACC) technology adds texture for increased grip, so you can move confidently in any weather conditions.Natural fitThe technologically advanced Flytouch Plus leather is unbelievably soft. It helps the boots fit your foot perfectly, providing comfort without overstretching the material. The Flyknit material around the ankle gives a secure fit feeling.Grip on the pitchThe plate connects the conical studs on the heel, providing optimal grip and stability when braking and changing direction in any conditions.",,,['New'],"[195140, 194473, 194468, 191625, 191624, 191623]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46']","['47', '47.5']",Football Boots,Nike,Nike Tiempo,Men,Firm Ground (Fg),Professional,Leather,Shoelace,No,Nike Prism,Sky Blue,,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
35,2025-04-10T21:36:41.167902+02:00,Cleats Nike Tiempo Legend 10 Elite Ag-Pro - Sky Blue,252.99,,"Even Legends find a way to evolve. The latest version of these elite cleats is equipped with a completely new, designed FlyTouch Plus skin. Softer than natural leather, it perfectly molds to the foot and works with All Conditions Control technology (rough texture providing grip even in wet conditions), allowing you to set the pace of the game. Lighter and sleeker than any previous Tiempo, the Legend 10 is designed for playing in any position - whether you're sending the perfect pass through the defense or coming back to stop a counterattack.Do you see those microdots on the upper? They reinforce the contact zones with the ball during shots, dribbling, and passes. They give the cleats a sleek look, eliminating unnecessary padding. And the best part - you don't lose control of the ball, which you need on the field. The foam cushions known from Tiempo 9 have been removed, so your foot is even closer to the ball. Instead, the lines have been directly molded into the structure of the boot. All Conditions Control (ACC) technology provides grip in both dry and wet conditions.The FlyTouch Plus skin is incredibly soft. Thanks to it, the shoe perfectly molds to the foot without stretching too much. The Flyknit around the ankle gives a feeling of stability and a secure fit.The sole combines conical studs in the rear for optimal traction and stability during braking and changing direction - perfectly suited for any conditions.",,,['New'],[],"['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46']",['45.5'],Football Boots,Nike,Nike Tiempo,Men,Artificial Grass (Ag/Tf),Professional,Leather,Shoelace,No,Nike Prism,Sky Blue,,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
36,2025-04-10T21:36:41.167902+02:00,Cleats Nike Tiempo Legend 10 Elite Sg-Pro Player Edition - Sky Blue,245.99,,"Even legends undergo constant changes. The latest version of these Elite boots is made from a completely new, technologically advanced Flytouch Plus leather. It is softer than natural leather, so it adapts to the foot and, together with the All Conditions Control elements (grippy texture even on rainy days) will help you set the pace of the game. The Legend 10 boots are lighter and slimmer than any other Tiempo models, so they are suitable for playing in any position - whether you pass the ball through the defensive line with watchmaker precision or repel the opponent's quick attack. The Anti-Clog Traction solution applied in this version protects against mud sticking in the sole.See those microscopic dots on the upper? They support the ball contact area for passes, shots and dribbling, making the boots look slimmer. Another advantage is the lack of additional lining. All these elements make the boots provide the control over the ball you need on the field. The foam pads from the Tiempo 9 model have been reduced so that the foot can be even closer to the ball. Instead, special lines are embossed on the boots. The All Conditions Control (ACC) technology adds texture to increase grip, so you can move confidently in any weather conditions.The technologically advanced Flytouch Plus leather is unbelievably soft. It helps the boots fit perfectly to the foot, providing comfort without excessive stretching of the material. The Flyknit material around the ankle gives a feeling of secure fit.",,,['New'],"[194070, 189159, 185988, 182818, 162198]","['40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46']",['47'],Football Boots,Nike,Nike Tiempo,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,No,Nike Prism,Sky Blue,,"Global Distributor Of Nike, Inc. 5701 West Slaughter Lane, Bldg A130 Austin Tx 78749, Us Tel.1-888-588-8834, Info@Athleteps.Com",,boots,1,,,,
